StudentID,TotalScore,Chinese,Math,English
8671120,199,58,53,88
6701121,236,74,72,90
5056376,244,84,73,87
1446313,226,79,93,54
5670967,194,51,66,77
6396601,227,88,64,75
5428539,195,62,120,13
6720167,206,48,81,77
8597133,239,91,52,96
4764682,222,93,65,64
5065173,178,80,40,58
4245439,180,51,66,63
9614917,228,70,73,85
3553276,202,86,31,85
9249551,254,62,103,89
1924823,284,111,97,76
8296710,204,82,86,36
8418110,221,92,80,49
1730981,250,65,72,113
5259039,201,90,32,79
4259631,203,90,68,45
2424803,261,80,80,101
1628020,249,72,100,77
8665687,180,62,39,79
6840612,218,72,79,67
7266415,234,109,64,61
7366634,240,93,66,81
8557048,222,66,79,77
8018233,212,72,55,85
3588897,185,57,71,57
7798797,207,50,79,78
8239882,249,61,99,89
8764028,214,72,62,80
7154387,192,42,65,85
5780842,265,84,70,111
8696062,268,94,76,98
7073514,250,81,81,88
4280594,170,68,31,71
6657423,246,111,71,64
5082715,222,41,97,84
6431754,213,88,44,81
7400312,244,94,86,64
8464725,211,64,71,76
7053079,217,92,62,63
4604047,286,75,75,136
2489547,186,77,62,47
7689330,299,107,92,100
2635436,236,87,39,110
8619895,230,79,37,114
9747901,211,70,93,48
2641754,208,89,64,55
9974439,209,57,81,71
8403876,222,79,66,77
1221636,203,59,67,77
4780636,110,42,15,53
4470732,212,67,72,73
4539996,222,39,119,64
6271016,196,41,73,82
7029031,274,110,84,80
6295534,174,62,58,54
7184206,209,77,91,41
4107194,209,58,74,77
6576446,245,69,66,110
3051764,181,65,46,70
1346321,201,69,68,64
5331011,210,57,54,99
4730285,235,71,71,93
9550140,179,60,46,73
4962901,220,34,82,104
9412055,171,32,76,63
9629019,308,109,80,119
9076402,213,76,70,67
3981781,296,128,58,110
8884093,222,52,79,91
5334496,228,67,89,72
5810853,274,95,77,102
9917006,242,106,82,54
3235121,262,90,101,71
2796598,259,104,89,66
5288241,278,79,91,108
9869580,176,57,55,64
5424087,213,69,89,55
7506192,228,59,97,72
8943941,275,91,47,137
7101197,235,88,78,69
6036696,266,103,100,63
5082907,239,69,82,88
4943321,328,119,87,122
3820533,231,57,74,100
9088730,156,48,40,68
6768959,230,82,84,64
9472122,190,60,91,39
6241947,232,91,42,99
7885283,189,75,41,73
8980109,245,76,84,85
3255157,212,58,84,70
8732068,222,64,86,72
1845079,252,86,76,90
2805040,143,60,33,50
5053367,125,56,42,27
9431968,244,65,89,90
2370987,236,78,87,71
7946178,297,96,124,77
2537514,225,89,62,74
7412117,217,84,54,79
6991715,177,86,51,40
9192793,212,61,77,74
4778759,223,48,98,77
7988560,190,56,69,65
8807092,197,66,62,69
9301367,223,78,65,80
9817561,232,75,81,76
3901550,183,70,43,70
7406544,222,35,103,84
6403810,253,82,73,98
1011749,194,77,54,63
3340483,243,80,93,70
1938265,247,113,59,75
5714160,254,73,66,115
3421517,246,87,75,84
9621530,183,46,62,75
2394734,278,98,83,97
1828354,223,79,74,70
6861755,211,57,68,86
9261651,236,65,90,81
4326427,224,82,88,54
8894291,172,98,30,44
2708778,224,77,100,47
6924086,213,76,60,77
5932025,271,90,94,87
9201902,211,81,59,71
6078654,263,85,84,94
3944106,248,74,123,51
7867304,218,74,52,92
4302962,209,63,64,82
1299756,274,96,90,88
6455709,156,55,65,36
8355657,125,33,41,51
6976633,215,62,97,56
1809887,201,74,57,70
8463316,217,82,66,69
4478398,229,108,75,46
5434473,181,49,93,39
6283083,277,82,86,109
1959432,256,97,60,99
7542065,247,78,87,82
2761767,215,91,75,49
1784473,278,103,74,101
6911974,197,65,86,46
5152643,173,64,48,61
2531957,202,64,70,68
6691601,259,92,116,51
5724845,243,89,53,101
8614491,220,52,71,97
5541442,259,100,84,75
4665631,142,61,52,29
4414276,310,111,88,111
2614861,248,59,86,103
2044529,305,80,109,116
7110707,225,61,97,67
9568573,231,81,52,98
8349259,280,98,108,74
2567236,235,87,64,84
4383482,265,128,62,75
2186351,195,88,57,50
9656671,208,72,81,55
2804798,236,75,39,122
9901290,198,48,64,86
5903906,204,83,52,69
1456601,275,85,105,85
2653437,209,45,79,85
8248064,195,91,59,45
9356490,231,89,66,76
2163351,224,84,83,57
2778766,246,82,65,99
2967739,223,107,67,49
7624531,243,108,88,47
1393781,167,52,42,73
1726731,228,92,86,50
3415148,237,100,60,77
7556315,226,80,85,61
6776498,213,56,77,80
8537312,257,110,63,84
4232286,186,30,56,100
6856015,228,64,93,71
5404087,278,91,103,84
2096326,215,74,88,53
5609233,174,35,85,54
6161438,189,42,73,74
