StudentID,TotalScore,Chinese,Math,English
9748235,263,52,125,86
3316296,232,96,55,81
1059639,256,110,84,62
3759949,214,62,66,86
4271133,233,84,86,63
9921196,211,103,56,52
8765287,225,86,72,67
6416566,202,64,63,75
7627530,231,71,96,64
1077688,197,62,81,54
1967571,238,47,84,107
4954572,234,76,62,96
8831304,215,45,77,93
9056676,228,79,57,92
5269313,235,80,79,76
4839249,161,35,75,51
4652451,216,87,60,69
6249002,206,79,45,82
5761293,176,64,63,49
4525380,273,77,103,93
1139475,271,80,110,81
3709024,144,69,25,50
9957347,254,71,93,90
6214901,188,40,81,67
8987495,210,67,40,103
2112674,304,93,92,119
5601068,267,101,64,102
8178165,283,95,76,112
4275022,256,73,123,60
8211432,210,70,86,54
8296912,244,67,110,67
5556600,186,59,77,50
2707228,235,94,89,52
4548926,213,58,83,72
4633697,238,88,60,90
6088271,182,42,54,86
6046893,180,56,74,50
7759039,217,76,75,66
3916044,232,68,90,74
2975689,208,64,39,105
9553699,197,64,69,64
5103610,240,85,89,66
2557146,178,62,79,37
7494889,213,49,74,90
2569024,237,62,86,89
4780494,236,87,92,57
9986468,150,42,62,46
9079567,180,90,31,59
4709638,195,42,89,64
3794512,247,69,100,78
8742460,229,64,54,111
4989550,212,59,73,80
9045392,170,86,34,50
2995444,184,60,49,75
6155859,239,55,76,108
2708545,200,82,64,54
6489076,206,64,64,78
3187695,208,77,72,59
6075958,174,71,46,57
2036990,191,78,81,32
6160478,233,100,62,71
2424860,212,87,81,44
2936295,285,102,74,109
5319897,234,69,96,69
9987758,186,80,49,57
9510105,216,57,74,85
7514743,185,46,77,62
2448717,227,39,93,95
4802101,233,70,79,84
4463767,173,52,61,60
9423671,211,71,123,17
3446711,293,102,104,87
6480835,246,82,71,93
9074870,263,92,77,94
1712927,177,84,59,34
8545615,229,101,57,71
4236400,198,93,52,53
5046800,217,48,88,81
1109251,246,112,53,81
3459611,187,40,92,55
4260674,212,59,66,87
9418290,230,81,82,67
8109366,221,80,49,92
1492251,226,81,50,95
8538736,185,66,46,73
6762613,240,95,72,73
8409952,185,69,61,55
3160177,176,88,50,38
8922312,167,55,50,62
2242001,229,83,99,47
9313843,259,82,100,77
6968782,236,73,106,57
5874082,270,77,91,102
2203758,256,82,72,102
7012256,223,97,60,66
4796013,235,80,65,90
4908170,197,59,83,55
1324918,235,107,58,70
5590174,205,102,45,58
7969475,214,82,69,63
9017824,238,78,69,91
7674283,243,97,67,79
9584686,260,73,106,81
7464954,189,74,56,59
6076149,165,72,47,46
3768969,248,105,71,72
1906476,142,61,59,22
5617226,164,58,41,65
2977875,193,60,86,47
5714920,210,77,64,69
1572261,274,98,102,74
7558754,250,83,83,84
8911226,231,92,61,78
8839304,181,62,72,47
4861393,264,94,93,77
1617955,227,59,81,87
6583129,257,95,79,83
3719345,225,78,69,78
4232917,248,84,84,80
2564996,235,86,48,101
2304984,244,85,85,74
6677993,240,59,106,75
4142624,250,78,74,98
7791585,213,72,89,52
2604384,208,71,87,50
8431604,211,50,74,87
1273015,232,64,78,90
4706070,172,69,53,50
1338344,244,86,63,95
9385045,250,93,69,88
9257992,206,56,68,82
5458181,195,65,89,41
8592003,182,55,48,79
8058510,212,91,63,58
6131393,241,83,68,90
3997671,242,105,65,72
5880634,242,91,69,82
4925753,190,77,94,19
9483887,200,49,82,69
7627431,208,58,91,59
9273489,229,74,98,57
7368627,254,105,103,46
6246054,168,47,37,84
3297042,242,84,73,85
9160775,238,68,106,64
2770912,175,76,67,32
3148775,251,77,94,80
8247111,250,94,69,87
8377936,173,30,69,74
1708053,254,72,70,112
8408837,206,73,55,78
8287635,237,71,90,76
4111489,241,82,90,69
2317809,249,82,91,76
1180439,232,85,104,43
3760860,208,84,81,43
2090742,233,112,60,61
8130980,240,57,80,103
1680742,314,98,121,95
9290691,208,113,51,44
3264364,278,114,103,61
7563636,230,79,67,84
6872776,252,81,68,103
3106146,222,77,58,87
6173492,225,85,103,37
8737086,219,117,63,39
6662842,269,64,91,114
2166494,238,79,88,71
1297903,186,87,57,42
1245754,206,81,64,61
2781665,136,41,32,63
9218110,219,31,104,84
4102074,245,86,87,72
6859661,238,93,48,97
3731645,270,63,109,98
5407027,224,97,62,65
6743347,259,98,84,77
4623659,208,55,88,65
5721824,219,70,50,99
2871475,183,75,65,43
9248900,268,76,81,111
4000260,245,74,47,124
5365898,266,80,78,108
2309569,174,66,49,59
4026353,170,45,60,65
4892015,184,63,76,45
7902482,163,46,58,59
4484971,181,43,57,81
8848641,170,57,47,66
3342145,213,87,72,54
3391402,180,75,47,58
8048472,211,68,65,78
5043455,192,81,59,52
1562133,169,46,59,64
8991073,174,60,81,33
1491463,221,63,95,63
4677685,260,69,97,94
2873102,206,79,43,84
3587182,283,88,109,86
7545204,195,67,69,59
5569571,203,78,61,64
9418230,191,67,48,76
8014951,237,93,76,68
8901425,224,72,97,55
8388682,254,93,72,89
2690753,222,30,99,93
5374622,289,104,99,86
3986939,227,54,101,72
5561219,216,77,58,81
8865278,231,72,65,94
2517474,174,69,80,25
5063982,225,75,82,68
3879582,242,65,71,106
4715867,200,60,63,77
1583645,204,82,65,57
7681353,192,79,64,49
9459970,222,95,56,71
9042876,225,46,114,65
8501110,228,78,79,71
6926732,244,86,104,54
8061800,231,105,73,53
8495530,179,58,55,66
6972732,246,70,49,127
8377997,234,104,72,58
5600158,163,62,66,35
7043942,192,71,65,56
9539406,211,93,81,37
2571899,247,99,89,59
8592358,282,98,106,78
1051285,228,72,118,38
2190224,222,62,98,62
6767824,265,103,84,78
6870771,193,63,55,75
6283330,229,87,56,86
4734561,216,62,89,65
8968012,235,61,75,99
8404731,204,45,97,62
5525941,221,67,64,90
1011125,245,63,104,78
7949858,238,89,97,52
5228446,220,94,96,30
4057368,209,65,28,116
9495339,227,84,79,64
5265086,227,36,105,86
6452956,225,93,71,61
8825461,214,53,84,77
5760025,240,101,66,73
9999738,198,45,75,78
4691657,257,69,114,74
9882688,213,48,85,80
9120659,200,85,37,78
7904358,245,73,83,89
7196068,261,87,85,89
1932432,170,44,58,68
4006698,219,70,88,61
5314098,199,42,89,68
6911025,202,38,75,89
4932711,234,77,88,69
1716362,210,96,22,92
4089927,237,87,85,65
7456699,244,58,88,98
7094249,264,110,79,75
3718669,224,77,71,76
2614033,204,75,57,72
1189336,187,51,61,75
1233971,231,97,69,65
8213003,205,40,72,93
7810309,280,106,72,102
3978242,183,59,73,51
7220185,199,66,58,75
1651811,199,69,50,80
1810688,239,63,87,89
2095135,205,55,49,101
7315792,277,53,112,112
2311840,211,65,59,87
4259501,231,58,100,73
4878840,228,90,59,79
6626037,177,76,53,48
7971059,218,59,85,74
9200589,210,86,38,86
9428123,207,66,78,63
4546364,272,93,91,88
4554829,252,84,62,106
5747760,228,80,101,47
4428881,215,44,76,95
5667989,151,59,32,60
8647890,295,105,107,83
3932917,232,75,79,78
6829333,225,72,80,73
8788468,212,92,43,77
2663392,205,49,82,74
9743676,260,95,54,111
9427765,273,92,73,108
2870671,287,96,120,71
5110441,200,41,82,77
5503397,245,97,47,101
5021582,230,75,93,62
5116211,281,52,94,135
9709845,218,46,75,97
9699160,165,55,52,58
2207711,195,70,73,52
7563558,186,41,53,92
6749652,227,89,75,63
5014716,202,53,83,66
5697795,225,62,69,94
6114612,229,90,91,48
3834803,221,65,59,97
5763072,251,69,82,100
9610284,250,97,86,67
4817826,214,62,80,72
3814465,183,74,58,51
6459032,190,70,67,53
4281293,187,40,63,84
8776330,272,60,113,99
9736638,313,100,104,109
8747238,168,79,22,67
2304771,202,52,75,75
7172897,325,87,115,123
7429526,217,68,98,51
2272706,233,94,60,79
2857158,182,76,39,67
1083730,224,54,77,93
2129639,240,80,92,68
3348683,224,87,64,73
5663897,283,117,97,69
1840900,265,106,93,66
2088557,224,63,89,72
1794385,229,56,85,88
3288357,226,90,56,80
3179400,272,113,76,83
7976753,232,60,105,67
1245849,227,59,75,93
3614058,183,59,81,43
3183090,204,109,46,49
8419441,255,94,62,99
9397826,205,91,48,66
5443436,212,52,81,79
6247709,242,103,69,70
1778271,210,67,67,76
5133606,226,73,63,90
9454096,262,78,111,73
7738687,223,56,71,96
9383047,252,89,115,48
3272275,242,91,51,100
1523802,286,82,91,113
9148832,219,69,87,63
2871173,212,78,67,67
8605355,216,91,22,103
8926092,272,87,102,83
7895854,193,105,47,41
9737624,214,64,81,69
7887711,228,39,81,108
7224810,251,100,75,76
3238316,236,106,78,52
5448714,213,75,60,78
9427043,195,93,46,56
5900607,176,52,63,61
3219306,232,65,96,71
5934269,185,69,48,68
8713678,207,68,70,69
9171512,190,113,50,27
5399741,212,73,61,78
7273652,239,92,64,83
5900308,242,72,81,89
4522842,242,70,65,107
8382524,229,79,75,75
9906351,206,69,63,74
3237487,200,89,50,61
1323274,255,79,129,47
2785776,229,72,68,89
5647663,207,45,56,106
7983533,173,32,53,88
9790263,252,86,97,69
8785969,119,35,50,34
3044473,248,69,95,84
2323134,266,84,98,84
6142688,263,87,102,74
